src_ip,window_start_epoch,window_end_epoch,total_requests,ratio_404,ratio_200,ratio_302,ratio_500,unique_url_ratio,unique_agent_ratio,size_mean,size_std,reqtime_mean,reqtime_std,label
192.168.56.101,1784497569.0,1784497570.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497570.0,1784497571.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497575.0,1784497576.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497576.0,1784497577.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.001,0.0,benign
192.168.56.101,1784497577.0,1784497578.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497578.0,1784497579.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497585.0,1784497586.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497586.0,1784497587.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497588.0,1784497589.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497589.0,1784497590.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497592.0,1784497593.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497593.0,1784497594.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.001,0.0,benign
192.168.56.101,1784497598.0,1784497599.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497601.0,1784497602.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497602.0,1784497603.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497605.0,1784497606.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497611.0,1784497612.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497613.0,1784497614.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.001,0.0,benign
192.168.56.101,1784497614.0,1784497615.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497615.0,1784497616.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497616.0,1784497617.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497618.0,1784497619.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497619.0,1784497620.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497620.0,1784497621.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497622.0,1784497623.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497629.0,1784497630.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497630.0,1784497631.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497632.0,1784497633.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497636.0,1784497637.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497643.0,1784497644.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497644.0,1784497645.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497647.0,1784497648.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497649.0,1784497650.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497652.0,1784497653.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497655.0,1784497656.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497662.0,1784497663.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497663.0,1784497664.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497665.0,1784497666.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497669.0,1784497670.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497671.0,1784497672.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497673.0,1784497674.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497676.0,1784497677.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497682.0,1784497683.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497683.0,1784497684.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497684.0,1784497685.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497688.0,1784497689.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497690.0,1784497691.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497693.0,1784497694.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497694.0,1784497695.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497701.0,1784497702.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497704.0,1784497705.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497708.0,1784497709.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497713.0,1784497714.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497714.0,1784497715.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497717.0,1784497718.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497719.0,1784497720.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497722.0,1784497723.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.001,0.0,benign
192.168.56.101,1784497727.0,1784497728.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497729.0,1784497730.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497731.0,1784497732.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497732.0,1784497733.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497733.0,1784497734.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497734.0,1784497735.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497738.0,1784497739.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497745.0,1784497746.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497749.0,1784497750.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497751.0,1784497752.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497755.0,1784497756.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497758.0,1784497759.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497760.0,1784497761.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497766.0,1784497767.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497769.0,1784497770.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497772.0,1784497773.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497779.0,1784497780.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497783.0,1784497784.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497786.0,1784497787.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497792.0,1784497793.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497794.0,1784497795.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497796.0,1784497797.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497798.0,1784497799.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497801.0,1784497802.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497806.0,1784497807.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497809.0,1784497810.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497811.0,1784497812.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497816.0,1784497817.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497819.0,1784497820.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497822.0,1784497823.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497827.0,1784497828.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497831.0,1784497832.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497833.0,1784497834.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497837.0,1784497838.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497842.0,1784497843.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497843.0,1784497844.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497846.0,1784497847.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497848.0,1784497849.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497855.0,1784497856.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497856.0,1784497857.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497859.0,1784497860.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.001,0.0,benign
192.168.56.101,1784497864.0,1784497865.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.001,0.0,benign
192.168.56.101,1784497865.0,1784497866.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497867.0,1784497868.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497869.0,1784497870.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497872.0,1784497873.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497873.0,1784497874.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497879.0,1784497880.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497882.0,1784497883.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497883.0,1784497884.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497886.0,1784497887.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497889.0,1784497890.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497895.0,1784497896.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497897.0,1784497898.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497901.0,1784497902.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497908.0,1784497909.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497910.0,1784497911.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497912.0,1784497913.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497919.0,1784497920.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497922.0,1784497923.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497926.0,1784497927.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497929.0,1784497930.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497932.0,1784497933.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497935.0,1784497936.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497936.0,1784497937.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.001,0.0,benign
192.168.56.101,1784497941.0,1784497942.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497943.0,1784497944.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497945.0,1784497946.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497949.0,1784497950.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497955.0,1784497956.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497958.0,1784497959.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497960.0,1784497961.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497963.0,1784497964.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497964.0,1784497965.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497971.0,1784497972.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497974.0,1784497975.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497975.0,1784497976.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497979.0,1784497980.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497980.0,1784497981.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497985.0,1784497986.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784497989.0,1784497990.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497990.0,1784497991.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497997.0,1784497998.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784497998.0,1784497999.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784498000.0,1784498001.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784498003.0,1784498004.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784498007.0,1784498008.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784498012.0,1784498013.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784498013.0,1784498014.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.001,0.0,benign
192.168.56.101,1784498014.0,1784498015.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784498016.0,1784498017.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784498017.0,1784498018.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784498020.0,1784498021.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784498021.0,1784498022.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784498027.0,1784498028.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0005,0.0005,benign
192.168.56.101,1784498031.0,1784498032.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784498032.0,1784498033.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784498033.0,1784498034.0,1,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784498040.0,1784498041.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784498041.0,1784498042.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1784498043.0,1784498044.0,2,0.0,0.0,0.0,0.0,1.0,1.0,568.0,0.0,0.0,0.0,benign
192.168.56.101,1783978743.0,1783978744.0,10,0.2,0.6,0.2,0.0,0.8,1.0,1405.1,1452.240988954657,0.0029,0.0021656407827707,malicious
192.168.56.101,1783978744.0,1783978745.0,19,0.0,0.8947368421052632,0.0,0.0526315789473684,1.0,1.0,2455.5263157894738,2736.57873935246,0.0023684210526315,0.0020827746249904,malicious
192.168.56.101,1783978745.0,1783978746.0,42,0.0,0.9285714285714286,0.0238095238095238,0.0,1.0,1.0,6186.190476190476,24749.709630079356,0.0015238095238095,0.0009319231328943,malicious
192.168.56.101,1783978746.0,1783978747.0,8,0.0,0.75,0.0,0.0,1.0,1.0,206474.875,529419.742311438,0.003875,0.0065084080234724,malicious
192.168.56.101,1783978747.0,1783978748.0,32,0.0,0.90625,0.0,0.09375,1.0,1.0,19343.3125,39936.32939320217,0.00275,0.0026575364531836,malicious
192.168.56.101,1783978748.0,1783978749.0,34,0.0294117647058823,0.7647058823529411,0.0,0.1176470588235294,1.0,1.0,3261.205882352941,9549.346318186985,0.0021176470588235,0.0014504503536397,malicious
192.168.56.101,1783978749.0,1783978750.0,37,0.0,0.945945945945946,0.0,0.0,1.0,1.0,9621.81081081081,43135.80388559021,0.0022432432432432,0.0014028042456606,malicious
192.168.56.101,1783978750.0,1783978751.0,43,0.2790697674418604,0.6511627906976745,0.0,0.0465116279069767,1.0,1.0,4798.581395348837,12718.323875293598,0.0038372093023255,0.0048605207518792,malicious
192.168.56.101,1783978751.0,1783978752.0,73,0.3698630136986301,0.6301369863013698,0.0,0.0,1.0,1.0,4209.945205479452,7133.514720736907,0.0010136986301369,0.0004217754607764,malicious
192.168.56.101,1783978752.0,1783978753.0,40,0.725,0.25,0.0,0.0,1.0,1.0,3852.825,10184.10704207173,0.001175,0.0005425633603552,malicious
192.168.56.101,1783978753.0,1783978754.0,56,0.0,0.9285714285714286,0.0,0.0178571428571428,1.0,1.0,3354.25,5677.723274373025,0.002625,0.0028819791066953,malicious
192.168.56.101,1783978754.0,1783978755.0,81,0.0,0.9753086419753086,0.0,0.0,1.0,1.0,903.5185185185184,1951.4969506567247,0.0016543209876543,0.0010675979016853,malicious
192.168.56.101,1783978755.0,1783978756.0,71,0.0140845070422535,0.9014084507042254,0.0,0.028169014084507,1.0,1.0,3367.535211267605,5128.243336031248,0.0019859154929577,0.0015151159277588,malicious
192.168.56.101,1783978756.0,1783978757.0,116,0.0,0.913793103448276,0.0,0.0517241379310344,1.0,1.0,2402.146551724138,4839.678003421142,0.0031637931034482,0.0051124323880821,malicious
192.168.56.101,1783978757.0,1783978758.0,17,0.0,0.8823529411764706,0.0,0.1176470588235294,1.0,1.0,1764.6470588235295,4687.405402228859,0.0484705882352941,0.0975994923124807,malicious
192.168.56.101,1783978758.0,1783978759.0,46,0.0,0.8695652173913043,0.0,0.108695652173913,1.0,1.0,2397.4565217391305,4261.116248460285,0.0076739130434782,0.0124848679675177,malicious
192.168.56.101,1783978759.0,1783978760.0,8,0.0,0.875,0.0,0.0,1.0,1.0,43.75,115.75161985907584,0.00175,0.0016393596310755,malicious
192.168.56.101,1783978809.0,1783978810.0,1,0.0,1.0,0.0,0.0,1.0,1.0,194068.0,0.0,52.073,0.0,malicious
192.168.56.101,1783978811.0,1783978812.0,107,0.9345794392523364,0.0,0.0373831775700934,0.0,0.9813084112149532,0.9906542056074766,310.58878504672896,68.81438575842216,0.0013457943925233,0.0014345718286503,malicious
192.168.56.101,1783978812.0,1783978813.0,73,0.8356164383561644,0.0684931506849315,0.0547945205479452,0.0,0.863013698630137,0.9863013698630136,1513.2328767123288,9463.515976866029,0.0016438356164383,0.0011747324150421,malicious
192.168.56.101,1783978813.0,1783978814.0,26,0.0769230769230769,0.4615384615384615,0.4615384615384615,0.0,0.1538461538461538,0.5384615384615384,1565.3076923076924,1648.3743919676365,0.005076923076923,0.0032807489403286,malicious
192.168.56.101,1783981087.0,1783981088.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.003,0.0,malicious
192.168.56.101,1783981088.0,1783981089.0,127,0.0,0.984251968503937,0.0157480314960629,0.0,0.9921259842519684,0.9921259842519684,2227.826771653544,254.5037194625777,0.0030393700787401,0.0010454368397356,malicious
192.168.56.101,1783981089.0,1783981090.0,152,0.0,0.9276315789473684,0.0592105263157894,0.0,0.9144736842105264,0.9144736842105264,2102.1315789473683,535.5195298936417,0.0030263157894736,0.0009244298984342,malicious
192.168.56.101,1783981090.0,1783981091.0,148,0.0,0.9121621621621622,0.0202702702702702,0.0,0.9391891891891893,0.0608108108108108,2082.5067567567567,585.7874637247276,0.003027027027027,0.0011794750661637,malicious
192.168.56.101,1783981091.0,1783981092.0,147,0.0,0.979591836734694,0.0204081632653061,0.0,0.9659863945578232,0.0204081632653061,2219.8843537414964,289.4297822803328,0.0030544217687074,0.0011709773400688,malicious
192.168.56.101,1783981092.0,1783981093.0,152,0.0,0.881578947368421,0.0263157894736842,0.0,0.9210526315789472,0.1118421052631578,2017.2631578947369,673.366402730987,0.003078947368421,0.0012329165026444,malicious
192.168.56.101,1783981093.0,1783981094.0,131,0.0,0.9618320610687024,0.0,0.0,0.9847328244274808,0.0305343511450382,2190.007633587786,394.1413218898999,0.0037022900763358,0.0014071499889593,malicious
192.168.56.101,1783981103.0,1783981104.0,1,0.0,0.0,0.0,0.0,1.0,1.0,415.0,0.0,0.004,0.0,malicious
192.168.56.101,1783981113.0,1783981114.0,5,0.0,1.0,0.0,0.0,1.0,0.1999999999999999,2262.0,7.402702209328699,0.007,0.0028284271247461,malicious
192.168.56.101,1783981114.0,1783981115.0,66,0.0,0.9848484848484848,0.0,0.0,0.9696969696969696,0.0151515151515151,2235.0454545454545,237.08158880871815,0.0034545454545454,0.0008735475942666,malicious
192.168.56.101,1783981124.0,1783981125.0,1,0.0,0.0,0.0,0.0,1.0,1.0,325.0,0.0,0.004,0.0,malicious
192.168.56.101,1783981134.0,1783981135.0,26,0.0,0.9615384615384616,0.0,0.0,1.0,0.0384615384615384,2190.038461538461,366.7351256245629,0.0043076923076923,0.0014615384615384,malicious
192.168.56.101,1783981144.0,1783981145.0,1,0.0,0.0,0.0,0.0,1.0,1.0,357.0,0.0,0.003,0.0,malicious
192.168.56.101,1783981154.0,1783981155.0,9,0.0,0.8888888888888888,0.0,0.0,1.0,0.1111111111111111,2050.555555555556,613.6823483622109,0.005,0.0029814239699997,malicious
